,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,1125956.0,1398.0,805.4048640915594,1725897.0,1061.0,1626.670122525919,549639.0,760.0,723.2092105263158,576317.0,638.0,903.3181818181819,976043.0,542.0,1800.8173431734317,749854.0,519.0,1444.805394990366,719110.0,925.0,777.4162162162162,406846.0,473.0,860.1395348837209,1114425.0,678.0,1643.6946902654868,611472.0,383.0,1596.532637075718
20170104,7034593.0,4015.0,1752.0779576587795,4730479.0,3000.0,1576.8263333333334,1677449.0,912.0,1839.3081140350878,5357144.0,3103.0,1726.440219142765,1601062.0,900.0,1778.9577777777777,3129417.0,2100.0,1490.1985714285715,1797318.0,1603.0,1121.2214597629445,5237275.0,2412.0,2171.341210613599,1689806.0,1093.0,1546.0256175663312,3040673.0,1907.0,1594.4798112218143
20170105,2714310.0,2071.0,1310.6277160791888,3948061.0,2314.0,1706.1629213483145,1978903.0,1661.0,1191.3925346177002,735407.0,410.0,1793.6756097560976,3155628.0,1821.0,1732.9093904448105,792433.0,493.0,1607.369168356998,1250742.0,1071.0,1167.826330532213,1463568.0,1000.0,1463.568,2569589.0,1231.0,2087.3996750609263,1378472.0,1083.0,1272.8273314866112
20170106,2321185.0,1584.0,1465.3945707070707,3073800.0,1623.0,1893.9001848428836,861014.0,562.0,1532.053380782918,1460171.0,1022.0,1428.738747553816,1949579.0,767.0,2541.8239895697525,1124221.0,856.0,1313.3422897196263,928316.0,716.0,1296.5307262569831,1392869.0,868.0,1604.6877880184331,1966322.0,796.0,2470.253768844221,1107478.0,827.0,1339.1511487303508
20170109,4611670.0,3273.0,1409.0039718912312,3252917.0,2916.0,1115.5408093278463,1230421.0,1053.0,1168.4909781576448,3381249.0,2220.0,1523.085135135135,912011.0,741.0,1230.7840755735492,2340906.0,2175.0,1076.278620689655,1384424.0,1248.0,1109.3141025641025,3227246.0,2025.0,1593.7017283950618,1493557.0,1153.0,1295.3660017346053,1759360.0,1763.0,997.9353374929099
20170110,1767681.0,1598.0,1106.183354192741,2989680.0,2577.0,1160.139697322468,971570.0,1027.0,946.0272638753652,796111.0,571.0,1394.2399299474605,1988348.0,1414.0,1406.1867043847242,1001332.0,1163.0,860.9905417024936,1145445.0,1101.0,1040.3678474114442,622236.0,497.0,1251.9839034205231,2339172.0,1838.0,1272.6724700761697,650508.0,739.0,880.2543978349121
20170111,1852728.0,1806.0,1025.873754152824,2222325.0,2110.0,1053.2345971563982,999667.0,1034.0,966.7959381044487,853061.0,772.0,1105.0012953367875,1334909.0,1371.0,973.6754194018964,887416.0,739.0,1200.8335588633288,774746.0,891.0,869.5241301907969,1077982.0,915.0,1178.1224043715847,1366006.0,1037.0,1317.2671166827386,856319.0,1073.0,798.0605778191986
20170112,1209755.0,955.0,1266.7591623036649,1913373.0,1284.0,1490.1658878504672,695524.0,604.0,1151.5298013245033,514231.0,351.0,1465.045584045584,1100074.0,677.0,1624.9246676514033,813299.0,607.0,1339.8665568369029,646728.0,530.0,1220.2415094339622,563027.0,425.0,1324.7694117647059,1297891.0,776.0,1672.5399484536083,615482.0,508.0,1211.5787401574803
