,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,2709036.0,1470.0,1842.8816326530612,3347049.0,1801.0,1858.4392004441977,1350028.0,934.0,1445.426124197002,1359008.0,536.0,2535.4626865671644,2415038.0,1278.0,1889.701095461659,932011.0,523.0,1782.0478011472276,952722.0,672.0,1417.7410714285713,1756314.0,798.0,2200.8947368421054,1980928.0,847.0,2338.757969303424,1366121.0,954.0,1431.9926624737946
20170104,2272027.0,1471.0,1544.5458871515975,4682951.0,1779.0,2632.3501967397415,1795484.0,1184.0,1516.456081081081,476543.0,287.0,1660.4285714285713,3891409.0,1510.0,2577.0920529801324,791542.0,269.0,2942.53531598513,1178034.0,871.0,1352.5074626865671,1093993.0,600.0,1823.3216666666667,3762284.0,1212.0,3104.1947194719473,920667.0,567.0,1623.7513227513227
20170105,1668044.0,1558.0,1070.6315789473683,2911835.0,1969.0,1478.8395124428644,607814.0,502.0,1210.784860557769,1060230.0,1056.0,1004.0056818181819,1463529.0,742.0,1972.411051212938,1448306.0,1227.0,1180.3634881825592,951138.0,920.0,1033.845652173913,716906.0,638.0,1123.6771159874609,2130299.0,1231.0,1730.5434606011372,781536.0,738.0,1058.9918699186992
20170106,2777350.0,5500.0,504.9727272727273,4430080.0,2052.0,2158.9083820662768,2013073.0,3456.0,582.4864004629629,764277.0,2044.0,373.91242661448143,3013857.0,1109.0,2717.6348061316503,1416223.0,943.0,1501.8271474019089,1507963.0,3177.0,474.64998426188225,1269387.0,2323.0,546.4429616874731,3678183.0,1497.0,2457.0360721442885,751897.0,555.0,1354.7693693693693
20170109,1926365.0,1395.0,1380.9068100358422,1962127.0,1062.0,1847.5772128060264,809229.0,651.0,1243.0552995391706,1117136.0,744.0,1501.52688172043,424144.0,238.0,1782.1176470588234,1537983.0,824.0,1866.4842233009708,1006029.0,688.0,1462.2514534883721,920336.0,707.0,1301.7482319660537,1086335.0,468.0,2321.2286324786323,875792.0,594.0,1474.3973063973065
20170110,3553076.0,2645.0,1343.3179584120983,3509291.0,2172.0,1615.6956721915285,516280.0,298.0,1732.4832214765102,3036796.0,2347.0,1293.905411163187,336131.0,138.0,2435.731884057971,3173160.0,2034.0,1560.0589970501476,913322.0,900.0,1014.8022222222222,2639754.0,1745.0,1512.7530085959886,1381738.0,750.0,1842.3173333333334,2127553.0,1422.0,1496.1694796061884
20170111,2091559.0,1532.0,1365.2473890339425,3653941.0,1995.0,1831.549373433584,1110324.0,888.0,1250.3648648648648,981235.0,644.0,1523.6568322981366,2612931.0,1437.0,1818.3235908141962,1041010.0,558.0,1865.6093189964158,1312685.0,983.0,1335.3865717192268,778874.0,549.0,1418.7140255009108,2420273.0,1347.0,1796.787676317743,1233668.0,648.0,1903.8086419753085
20170112,1960626.0,966.0,2029.6335403726707,3021059.0,1873.0,1612.9519487453283,1063384.0,581.0,1830.2650602409637,897242.0,385.0,2330.4987012987012,1787450.0,1183.0,1510.9467455621302,1233609.0,690.0,1787.8391304347826,1017876.0,592.0,1719.3851351351352,942750.0,374.0,2520.7219251336896,2231956.0,1296.0,1722.1882716049383,789103.0,577.0,1367.5961871750433
