,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,1822035.0,817.0,2230.15299877601,1852214.0,949.0,1951.7534246575342,939290.0,493.0,1905.2535496957403,882745.0,324.0,2724.5216049382716,1099143.0,531.0,2069.9491525423728,753071.0,418.0,1801.6052631578948,668252.0,354.0,1887.7175141242938,1153783.0,463.0,2491.9719222462204,1030077.0,408.0,2524.698529411765,822137.0,541.0,1519.6617375231053
20170104,2216811.0,888.0,2496.4087837837837,1895730.0,710.0,2670.042253521127,689064.0,313.0,2201.482428115016,1527747.0,575.0,2656.951304347826,656966.0,302.0,2175.384105960265,1238764.0,408.0,3036.1862745098038,191623.0,130.0,1474.0230769230768,2025188.0,758.0,2671.7519788918207,396918.0,176.0,2255.215909090909,1498812.0,534.0,2806.7640449438204
20170105,1079633.0,577.0,1871.1143847487,2661041.0,941.0,2827.8862911795964,943433.0,455.0,2073.4791208791207,136200.0,122.0,1116.3934426229507,2589741.0,874.0,2963.0903890160184,,,,687963.0,381.0,1805.6771653543308,391670.0,196.0,1998.3163265306123,2141406.0,584.0,3666.791095890411,519635.0,357.0,1455.5602240896358
20170106,2195942.0,858.0,2559.3729603729603,2484921.0,1037.0,2396.2594021215045,1129413.0,544.0,2076.126838235294,1066529.0,314.0,3396.5891719745223,1761446.0,626.0,2813.811501597444,723475.0,411.0,1760.2798053527981,937830.0,539.0,1739.9443413729127,1258112.0,319.0,3943.924764890282,1800027.0,695.0,2589.96690647482,684894.0,342.0,2002.6140350877192
20170109,2064474.0,1125.0,1835.088,1239788.0,611.0,2029.1129296235679,163574.0,132.0,1239.1969696969697,1900900.0,993.0,1914.3001007049345,359400.0,139.0,2585.611510791367,880388.0,472.0,1865.2288135593221,637588.0,448.0,1423.1875,1426886.0,677.0,2107.6602658788775,644800.0,233.0,2767.3819742489272,594988.0,378.0,1574.042328042328
20170110,997552.0,615.0,1622.0357723577235,1444181.0,622.0,2321.8344051446948,269804.0,216.0,1249.0925925925926,727748.0,399.0,1823.9298245614036,534706.0,140.0,3819.3285714285716,909475.0,482.0,1886.877593360996,491344.0,387.0,1269.622739018088,506208.0,228.0,2220.2105263157896,1166288.0,420.0,2776.8761904761905,277893.0,202.0,1375.7079207920792
20170111,983070.0,622.0,1580.498392282958,1658899.0,561.0,2957.0392156862745,535793.0,412.0,1300.4684466019417,447277.0,210.0,2129.890476190476,1053197.0,357.0,2950.1316526610644,605702.0,204.0,2969.127450980392,565283.0,374.0,1511.451871657754,417787.0,248.0,1684.625,1062517.0,316.0,3362.3955696202534,596382.0,245.0,2434.2122448979594
20170112,758863.0,600.0,1264.7716666666668,1875347.0,582.0,3222.245704467354,330272.0,236.0,1399.457627118644,428591.0,364.0,1177.4478021978023,918428.0,239.0,3842.794979079498,956919.0,343.0,2789.8513119533527,524232.0,403.0,1300.8238213399504,234631.0,197.0,1191.020304568528,1540478.0,439.0,3509.0615034168563,334869.0,143.0,2341.7412587412587
