,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,4711541.0,1142.0,4125.6926444833625,5054836.0,823.0,6141.963547995139,2711157.0,723.0,3749.8713692946058,2000384.0,419.0,4774.1861575179,3255699.0,560.0,5813.748214285714,1799137.0,263.0,6840.825095057035,1840112.0,594.0,3097.83164983165,2871429.0,548.0,5239.83394160584,3119220.0,446.0,6993.766816143498,1935616.0,377.0,5134.259946949602
20170104,9122886.0,1722.0,5297.843205574913,7117463.0,1543.0,4612.743357096565,1950154.0,499.0,3908.124248496994,7172732.0,1223.0,5864.866721177433,2117297.0,481.0,4401.864864864865,5000166.0,1062.0,4708.254237288135,2006736.0,660.0,3040.509090909091,7116150.0,1062.0,6700.706214689266,3711645.0,676.0,5490.599112426035,3405818.0,867.0,3928.2791234140714
20170105,4494311.0,1239.0,3627.369652945924,6568923.0,1242.0,5288.987922705314,3945820.0,1068.0,3694.5880149812733,548491.0,171.0,3207.5497076023394,5743427.0,1007.0,5703.502482621649,825496.0,235.0,3512.748936170213,3212009.0,904.0,3553.1073008849557,1282302.0,335.0,3827.7671641791044,5064243.0,902.0,5614.460088691796,1504680.0,340.0,4425.529411764706
20170106,3802526.0,956.0,3977.5376569037658,5920671.0,1134.0,5221.050264550265,3328860.0,831.0,4005.8483754512636,473666.0,125.0,3789.328,5255490.0,915.0,5743.704918032787,665181.0,219.0,3037.3561643835615,2475309.0,703.0,3521.0654338549075,1327217.0,253.0,5245.916996047431,4906046.0,854.0,5744.784543325527,1014625.0,280.0,3623.660714285714
20170109,7372158.0,1123.0,6564.699910952805,5758078.0,1312.0,4388.778963414634,1191345.0,292.0,4079.948630136986,6180813.0,831.0,7437.801444043322,1790052.0,444.0,4031.6486486486488,3968026.0,868.0,4571.458525345623,1553660.0,360.0,4315.722222222223,5818498.0,763.0,7625.816513761468,2309924.0,481.0,4802.336798336798,3448154.0,831.0,4149.403128760529
20170110,18790687.0,2745.0,6845.423315118397,14536332.0,3020.0,4813.3549668874175,5681029.0,892.0,6368.866591928251,13109658.0,1853.0,7074.828926065839,5991470.0,769.0,7791.248374512354,8544862.0,2251.0,3796.029320302088,5627746.0,1187.0,4741.150800336984,13162941.0,1558.0,8448.614249037228,8977095.0,1547.0,5802.905623787977,5559237.0,1473.0,3774.091649694501
20170111,6120245.0,1602.0,3820.377652933833,10319631.0,1713.0,6024.302977232925,3195010.0,1027.0,3111.012658227848,2925235.0,575.0,5087.365217391304,5788250.0,914.0,6332.877461706783,4531381.0,799.0,5671.315394242803,3230957.0,1002.0,3224.5079840319363,2889288.0,600.0,4815.48,8148583.0,1159.0,7030.701466781708,2171048.0,554.0,3918.8592057761734
20170112,3547491.0,1414.0,2508.8338048090523,10989165.0,1272.0,8639.280660377359,2199790.0,845.0,2603.301775147929,1347701.0,569.0,2368.543057996485,7490489.0,748.0,10014.022727272728,3498676.0,524.0,6676.862595419847,2252551.0,950.0,2371.1063157894737,1294940.0,464.0,2790.8189655172414,9516322.0,949.0,10027.736564805058,1472843.0,323.0,4559.885448916409
