,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,8028153.0,5378.0,1492.7766827817031,7308887.0,4366.0,1674.0464956481906,3895641.0,2866.0,1359.2606420097698,4132512.0,2512.0,1645.1082802547771,4406819.0,2339.0,1884.0611372381359,2902068.0,2027.0,1431.7059694129255,2945219.0,2521.0,1168.2740975803254,5082934.0,2857.0,1779.1158557927897,4383109.0,2160.0,2029.2171296296297,2925778.0,2206.0,1326.2819582955576
20170104,28733191.0,10473.0,2743.54922180846,16536760.0,12870.0,1284.907536907537,7911330.0,3275.0,2415.673282442748,20821861.0,7198.0,2892.7286746318423,3689484.0,2958.0,1247.290060851927,12847276.0,9912.0,1296.1335754640838,7731958.0,3998.0,1933.9564782391196,21001233.0,6475.0,3243.4336679536677,8342399.0,5243.0,1591.149914171276,8194361.0,7627.0,1074.388488265373
20170105,12561045.0,6077.0,2066.981240743788,12820490.0,10035.0,1277.5774788241156,8197945.0,4583.0,1788.772638010037,4363100.0,1494.0,2920.4149933065596,9625189.0,8165.0,1178.8351500306185,3195301.0,1870.0,1708.7171122994653,5628375.0,3365.0,1672.6225854383358,6932670.0,2712.0,2556.2942477876104,8378905.0,5644.0,1484.568568391212,4441585.0,4391.0,1011.5201548622182
20170106,19453716.0,7856.0,2476.287678207739,13877978.0,11951.0,1161.2398962429922,6377657.0,3496.0,1824.2725972540045,13076059.0,4360.0,2999.096100917431,4955534.0,3546.0,1397.4997179921038,8922444.0,8405.0,1061.5638310529446,6397667.0,3774.0,1695.1952835188129,13056049.0,4082.0,3198.4441450269474,7884388.0,6202.0,1271.2653982586262,5993590.0,5749.0,1042.5447903983302
20170109,13011432.0,6103.0,2131.973127969851,13495113.0,14060.0,959.8231152204836,3480164.0,1787.0,1947.4896474538332,9531268.0,4316.0,2208.356811862836,3974306.0,3930.0,1011.2737913486005,9520807.0,10130.0,939.8624876604146,5002969.0,2948.0,1697.0722523744912,8008463.0,3155.0,2538.3400950871633,7483329.0,7541.0,992.3523405383901,6011784.0,6519.0,922.1942015646572
20170110,13169795.0,6414.0,2053.288899282819,9566901.0,8187.0,1168.547819714181,3652211.0,2252.0,1621.7633214920072,9517584.0,4162.0,2286.781355117732,3988308.0,2937.0,1357.953013278856,5578593.0,5250.0,1062.5891428571429,5190210.0,3050.0,1701.7081967213114,7979585.0,3364.0,2372.0526159334127,5619680.0,3948.0,1423.4245187436677,3947221.0,4239.0,931.1679641424864
20170111,9245219.0,5777.0,1600.3494893543361,12539327.0,6499.0,1929.4240652408064,7405159.0,4410.0,1679.1743764172336,1840060.0,1367.0,1346.0570592538406,10344943.0,4891.0,2115.097730525455,2194384.0,1608.0,1364.6666666666667,5025915.0,3583.0,1402.7114150153502,4219304.0,2194.0,1923.1103008204193,9127795.0,4004.0,2279.669080919081,3411532.0,2495.0,1367.3474949899799
20170112,6851247.0,4213.0,1626.215760740565,8592831.0,4858.0,1768.8001235076163,3478589.0,2225.0,1563.410786516854,3372658.0,1988.0,1696.5080482897383,4794572.0,2425.0,1977.1430927835052,3798259.0,2433.0,1561.1422112618168,3445153.0,2348.0,1467.2712947189098,3406094.0,1865.0,1826.3238605898123,5855498.0,2780.0,2106.2942446043166,2737333.0,2078.0,1317.2921077959577
