,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,5324931.0,1157.0,4602.360414866032,5966073.0,815.0,7320.334969325153,3115151.0,770.0,4045.6506493506495,2209780.0,387.0,5710.025839793282,3505416.0,505.0,6941.417821782178,2460657.0,310.0,7937.6032258064515,1723745.0,474.0,3636.5928270042195,3601186.0,683.0,5272.6002928257685,3284251.0,371.0,8852.42857142857,2681822.0,444.0,6040.139639639639
20170104,8847508.0,1373.0,6443.924253459578,7840541.0,1197.0,6550.159565580619,5181307.0,865.0,5989.950289017341,3666201.0,508.0,7216.931102362205,5008222.0,727.0,6888.888583218707,2832319.0,470.0,6026.210638297873,2551189.0,521.0,4896.715930902112,6296319.0,852.0,7390.045774647887,2889119.0,426.0,6781.969483568075,4951422.0,771.0,6422.077821011673
20170105,8574799.0,1442.0,5946.462552011096,7145360.0,1175.0,6081.157446808511,4593621.0,855.0,5372.656140350877,3981178.0,587.0,6782.24531516184,3529780.0,624.0,5656.698717948718,3615580.0,551.0,6561.851179673321,3767437.0,769.0,4899.137841352405,4807362.0,673.0,7143.182763744428,3529743.0,619.0,5702.331179321486,3615617.0,556.0,6502.908273381295
20170106,32132149.0,4250.0,7560.505647058823,18610362.0,3681.0,5055.7897310513445,7456944.0,941.0,7924.488841657811,24675205.0,3309.0,7456.997582351163,4359195.0,743.0,5867.018842530282,14251167.0,2938.0,4850.635466303608,9822262.0,1939.0,5065.6328004125835,22309887.0,2311.0,9653.780614452618,9815763.0,1842.0,5328.861563517915,8794599.0,1839.0,4782.2724306688415
20170109,12412008.0,2269.0,5470.254737769943,13767020.0,2373.0,5801.525495153814,3694253.0,963.0,3836.1921079958465,8717755.0,1306.0,6675.156967840735,6038160.0,958.0,6302.881002087683,7728860.0,1415.0,5462.09187279152,2988089.0,922.0,3240.8774403470716,9423919.0,1347.0,6996.2279138827025,6523407.0,1008.0,6471.633928571428,7243613.0,1365.0,5306.676190476191
20170110,21594611.0,5096.0,4237.561028257457,20446114.0,3871.0,5281.868767760268,10086145.0,2333.0,4323.25117873982,11508466.0,2763.0,4165.206659428158,11677512.0,1925.0,6066.24,8768602.0,1946.0,4505.96197327852,8983143.0,2682.0,3349.4194630872485,12611468.0,2414.0,5224.303231151615,13082216.0,2113.0,6191.29957406531,7363898.0,1758.0,4188.792946530148
20170111,8780700.0,2354.0,3730.1189464740864,16600453.0,2960.0,5608.2611486486485,4729459.0,1215.0,3892.5588477366255,4051241.0,1139.0,3556.84021071115,9905883.0,1468.0,6747.876702997275,6694570.0,1492.0,4486.977211796247,5256122.0,1392.0,3775.949712643678,3524578.0,962.0,3663.802494802495,12158096.0,1691.0,7189.885274985216,4442357.0,1269.0,3500.6753349093774
20170112,9192405.0,1637.0,5615.397067806964,9915227.0,1667.0,5947.946610677865,3929808.0,887.0,4430.448703494927,5262597.0,750.0,7016.796,4843849.0,759.0,6381.882740447958,5071378.0,908.0,5585.218061674009,3141912.0,787.0,3992.2642947903432,6050493.0,850.0,7118.22705882353,5952292.0,894.0,6658.044742729307,3962935.0,773.0,5126.69469598965
