,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,1071118.0,693.0,1545.6248196248196,891571.0,712.0,1252.2064606741574,254853.0,189.0,1348.4285714285713,816265.0,504.0,1619.5734126984128,208491.0,178.0,1171.2977528089887,683080.0,534.0,1279.1760299625469,279693.0,190.0,1472.0684210526315,791425.0,503.0,1573.4095427435389,300945.0,237.0,1269.8101265822784,590626.0,475.0,1243.4231578947367
20170104,1550435.0,647.0,2396.3446676970634,1081836.0,597.0,1812.1206030150754,365729.0,163.0,2243.7361963190183,1184706.0,484.0,2447.7396694214876,,,,890339.0,517.0,1722.1257253384913,343026.0,129.0,2659.1162790697676,1207409.0,518.0,2330.9054054054054,338695.0,122.0,2776.188524590164,743141.0,475.0,1564.5073684210527
20170105,1891666.0,826.0,2290.1525423728813,1672376.0,1258.0,1329.3926868044516,560043.0,233.0,2403.6180257510728,1331623.0,593.0,2245.5699831365937,538590.0,396.0,1360.0757575757575,1133786.0,862.0,1315.2969837587007,296846.0,184.0,1613.2934782608695,1594820.0,642.0,2484.143302180685,560596.0,344.0,1629.639534883721,1111780.0,914.0,1216.3894967177243
20170106,693648.0,534.0,1298.9662921348315,1036899.0,883.0,1174.291053227633,407035.0,303.0,1343.3498349834983,286613.0,231.0,1240.7489177489178,557508.0,453.0,1230.7019867549668,479391.0,430.0,1114.8627906976744,399956.0,309.0,1294.3559870550162,293692.0,225.0,1305.2977777777778,679177.0,512.0,1326.517578125,357722.0,371.0,964.2102425876011
20170109,1166868.0,675.0,1728.6933333333334,1475298.0,1196.0,1233.5267558528428,363548.0,277.0,1312.447653429603,803320.0,398.0,2018.391959798995,598267.0,594.0,1007.1835016835017,877031.0,602.0,1456.862126245847,444652.0,353.0,1259.6373937677054,722216.0,322.0,2242.9068322981366,926394.0,655.0,1414.3419847328244,548904.0,541.0,1014.6099815157116
20170110,695868.0,604.0,1152.0993377483444,1054033.0,721.0,1461.9042995839113,369102.0,420.0,878.8142857142857,326766.0,184.0,1775.9021739130435,818066.0,462.0,1770.7056277056276,235967.0,259.0,911.0694980694981,334157.0,380.0,879.3605263157895,361711.0,224.0,1614.78125,827998.0,486.0,1703.6995884773662,226035.0,235.0,961.8510638297872
20170111,413412.0,323.0,1279.9133126934985,996959.0,572.0,1742.9353146853148,333188.0,238.0,1399.9495798319329,,,,883069.0,454.0,1945.0859030837005,113890.0,118.0,965.1694915254237,339512.0,256.0,1326.21875,,,,823799.0,449.0,1834.7416481069042,173160.0,123.0,1407.8048780487804
20170112,481957.0,433.0,1113.0646651270208,753642.0,424.0,1777.4575471698113,178930.0,182.0,983.1318681318681,303027.0,251.0,1207.2788844621514,604348.0,273.0,2213.7289377289376,149294.0,151.0,988.7019867549669,166289.0,206.0,807.2281553398059,315668.0,227.0,1390.6079295154184,586248.0,269.0,2179.360594795539,167394.0,155.0,1079.9612903225807
