,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,753790.0,727.0,1036.850068775791,748141.0,644.0,1161.7096273291925,289190.0,255.0,1134.078431372549,464600.0,472.0,984.3220338983051,279160.0,181.0,1542.3204419889503,468981.0,463.0,1012.9179265658747,388152.0,352.0,1102.7045454545455,365638.0,375.0,975.0346666666667,429098.0,309.0,1388.6666666666667,319043.0,335.0,952.3671641791045
20170104,1290504.0,813.0,1587.3357933579337,984065.0,693.0,1420.007215007215,286192.0,232.0,1233.5862068965516,1004312.0,581.0,1728.592082616179,354605.0,223.0,1590.1569506726457,629460.0,470.0,1339.276595744681,313937.0,224.0,1401.5044642857142,976567.0,589.0,1658.0084889643463,379205.0,187.0,2027.8342245989304,604860.0,506.0,1195.3754940711462
20170105,3778397.0,1475.0,2561.6250847457627,2013608.0,1440.0,1398.338888888889,1289623.0,720.0,1791.1430555555555,2488774.0,755.0,3296.38940397351,1038811.0,755.0,1375.9086092715231,974797.0,685.0,1423.061313868613,573620.0,364.0,1575.8791208791208,3204777.0,1111.0,2884.587758775878,850005.0,489.0,1738.2515337423313,1163603.0,951.0,1223.5573080967404
20170106,4234147.0,3211.0,1318.6381189660542,3806767.0,2091.0,1820.5485413677666,2373605.0,1998.0,1187.9904904904904,1860542.0,1213.0,1533.8351195383348,2434429.0,1075.0,2264.5851162790696,1372338.0,1016.0,1350.726377952756,1482611.0,1436.0,1032.4589136490251,2751536.0,1775.0,1550.1611267605633,2158942.0,981.0,2200.756371049949,1647825.0,1110.0,1484.527027027027
20170109,3399581.0,1660.0,2047.940361445783,2613287.0,2084.0,1253.9764875239923,911803.0,603.0,1512.111111111111,2487778.0,1057.0,2353.6215704824976,971554.0,847.0,1147.0531286894923,1641733.0,1237.0,1327.1891673403395,797154.0,590.0,1351.1084745762712,2602427.0,1070.0,2432.17476635514,1199868.0,879.0,1365.037542662116,1413419.0,1205.0,1172.9618257261411
20170110,1040749.0,882.0,1179.987528344671,1891422.0,1303.0,1451.590176515733,349284.0,367.0,951.7275204359673,691465.0,515.0,1342.6504854368932,826426.0,516.0,1601.6007751937984,1064996.0,787.0,1353.2350698856417,784710.0,710.0,1105.225352112676,256039.0,172.0,1488.5988372093022,1457159.0,923.0,1578.7204767063922,434263.0,380.0,1142.7973684210526
20170111,1651144.0,1017.0,1623.543756145526,2194857.0,1037.0,2116.5448408871744,519340.0,445.0,1167.056179775281,1131804.0,572.0,1978.6783216783217,1105439.0,395.0,2798.579746835443,1089418.0,642.0,1696.9127725856697,1055591.0,785.0,1344.7019108280256,595553.0,232.0,2567.0387931034484,1958288.0,853.0,2295.765533411489,236569.0,184.0,1285.7010869565217
20170112,1769919.0,1269.0,1394.7352245862885,2391721.0,889.0,2690.3498312710913,843555.0,732.0,1152.3975409836066,926364.0,537.0,1725.072625698324,1633975.0,593.0,2755.4384485666105,757746.0,296.0,2559.9527027027025,944065.0,853.0,1106.7584994138335,825854.0,416.0,1985.2259615384614,1958175.0,605.0,3236.6528925619837,433546.0,284.0,1526.5704225352113
