,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,18385631.0,1809.0,10163.422332780541,45604330.0,2555.0,17849.052837573385,16956231.0,1662.0,10202.305054151624,1429400.0,147.0,9723.809523809523,40096428.0,2199.0,18233.93724420191,5507902.0,356.0,15471.634831460675,8193299.0,1008.0,8128.272817460317,10192332.0,801.0,12724.50936329588,25575549.0,1082.0,23637.29112754159,20028781.0,1473.0,13597.271554650373
20170104,36057529.0,2867.0,12576.745378444368,32933536.0,3125.0,10538.73152,18365772.0,1061.0,17309.869934024504,17691757.0,1806.0,9796.100221483943,7561078.0,996.0,7591.443775100402,25372458.0,2129.0,11917.547205260686,17888193.0,1193.0,14994.294216261525,18169336.0,1674.0,10853.84468339307,16122541.0,1609.0,10020.224362958359,16810995.0,1516.0,11089.046833773087
20170105,33263453.0,2582.0,12882.824554608831,18055172.0,2452.0,7363.446982055465,25063450.0,2083.0,12032.381180988958,8200003.0,499.0,16432.871743486972,9558390.0,1635.0,5846.1100917431195,8496782.0,817.0,10399.977968176254,10641950.0,1084.0,9817.29704797048,22621503.0,1498.0,15101.136849132175,4455164.0,567.0,7857.432098765432,13600008.0,1885.0,7214.8583554376655
20170106,31870312.0,2569.0,12405.726741922927,28330075.0,2154.0,13152.30965645311,19586312.0,1666.0,11756.489795918367,12284000.0,903.0,13603.543743078626,16813275.0,1361.0,12353.61866274798,11516800.0,793.0,14523.076923076924,11756549.0,1025.0,11469.803902439024,20113763.0,1544.0,13027.048575129535,16191695.0,1120.0,14456.870535714286,12138380.0,1034.0,11739.245647969052
20170109,28107911.0,4911.0,5723.459784158013,20296786.0,2566.0,7909.893219017927,20677386.0,3800.0,5441.417368421053,7430525.0,1111.0,6688.141314131413,13260141.0,1856.0,7144.472521551724,7036645.0,710.0,9910.767605633802,4134061.0,798.0,5180.527568922305,23973850.0,4113.0,5828.79893022125,12520910.0,1717.0,7292.317996505533,7775876.0,849.0,9158.864546525323
20170110,64683262.0,4936.0,13104.388573743921,38697433.0,4201.0,9211.481313972863,24927706.0,1332.0,18714.493993993994,39755556.0,3604.0,11030.953385127636,15587140.0,1018.0,15311.532416502947,23110293.0,3183.0,7260.538171536286,22924630.0,2733.0,8388.082693011344,41758632.0,2203.0,18955.34816159782,19612051.0,2106.0,9312.464862298195,19085382.0,2095.0,9109.96754176611
20170111,71450000.0,4706.0,15182.745431364216,56233676.0,4626.0,12156.004323389538,25357046.0,2949.0,8598.523567310953,46092954.0,1757.0,26233.895276038704,26903278.0,2762.0,9740.506154960174,29330398.0,1864.0,15735.192060085838,29763055.0,2559.0,11630.736615865573,41686945.0,2147.0,19416.369352585003,33164328.0,2562.0,12944.702576112411,23069348.0,2064.0,11177.00968992248
20170112,51599731.0,3317.0,15556.144407597227,58710278.0,4097.0,14330.065413717353,25468855.0,2171.0,11731.39336711193,26130876.0,1146.0,22801.81151832461,34514430.0,2350.0,14686.991489361702,24195848.0,1747.0,13849.941614195764,24903334.0,1823.0,13660.633022490401,26696397.0,1494.0,17869.074297188756,31478236.0,2044.0,15400.311154598825,27232042.0,2053.0,13264.511446663419
