,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,2452590.0,1080.0,2270.9166666666665,3426115.0,1382.0,2479.099131693198,1366440.0,548.0,2493.5036496350367,1086150.0,532.0,2041.6353383458647,2294980.0,751.0,3055.8988015978694,1131135.0,631.0,1792.606973058637,1086469.0,646.0,1681.8405572755419,1366121.0,434.0,3147.7442396313363,2363700.0,920.0,2569.2391304347825,1062415.0,462.0,2299.599567099567
20170104,5655747.0,1748.0,3235.553203661327,3423989.0,3436.0,996.5043655413272,2304769.0,794.0,2902.7317380352647,3350978.0,954.0,3512.5555555555557,2152435.0,2292.0,939.1077661431065,1271554.0,1144.0,1111.4982517482517,1393430.0,825.0,1689.0060606060606,4262317.0,923.0,4617.8949079089925,1902080.0,1865.0,1019.8820375335121,1521909.0,1571.0,968.7517504774029
20170105,1781708.0,1170.0,1522.8273504273504,2531941.0,5570.0,454.5675044883303,575661.0,547.0,1052.396709323583,1206047.0,623.0,1935.8699839486355,1548882.0,3249.0,476.72576177285316,983059.0,2321.0,423.54976303317534,649308.0,679.0,956.2709867452136,1132400.0,491.0,2306.3136456211814,1558564.0,3103.0,502.2765066065098,973377.0,2467.0,394.5589785164167
20170106,3612011.0,2796.0,1291.8494277539342,8689007.0,6066.0,1432.4113089350478,3155088.0,2151.0,1466.8005578800557,456923.0,645.0,708.4077519379845,7080948.0,4567.0,1550.4593825268228,1608059.0,1499.0,1072.7545030020012,2872703.0,2214.0,1297.5171635049685,739308.0,582.0,1270.2886597938145,7128781.0,4186.0,1703.0054945054944,1560226.0,1880.0,829.9074468085106
20170109,1778463.0,1177.0,1511.0135938827527,3051498.0,3325.0,917.7437593984962,792266.0,673.0,1177.2154531946508,986197.0,504.0,1956.7400793650793,1906455.0,1998.0,954.1816816816817,1145043.0,1327.0,862.8809344385833,649061.0,555.0,1169.4792792792794,1129402.0,622.0,1815.75884244373,2067363.0,1572.0,1315.1164122137404,984135.0,1753.0,561.4004563605248
20170110,3498297.0,2086.0,1677.035953978907,1706742.0,3194.0,534.3587977457734,184801.0,132.0,1400.0075757575758,3313496.0,1954.0,1695.7502558853635,192289.0,237.0,811.3459915611814,1514453.0,2957.0,512.1586066959757,720129.0,688.0,1046.6991279069769,2778168.0,1398.0,1987.244635193133,825160.0,1441.0,572.6301179736295,881582.0,1753.0,502.8990302338848
20170111,2261426.0,1083.0,2088.1126500461683,2434850.0,3096.0,786.4502583979328,1480140.0,595.0,2487.63025210084,781286.0,488.0,1600.9959016393443,1438737.0,1396.0,1030.6138968481375,996113.0,1700.0,585.9488235294118,1156723.0,621.0,1862.6779388083735,1104703.0,462.0,2391.1320346320344,1933097.0,2019.0,957.4526993561169,501753.0,1077.0,465.88022284122565
20170112,2044759.0,940.0,2175.2755319148937,2382454.0,2799.0,851.1804215791354,1249017.0,623.0,2004.8426966292134,795742.0,317.0,2510.2271293375393,1703496.0,1227.0,1388.3422982885086,678958.0,1572.0,431.90712468193385,1280955.0,643.0,1992.153965785381,763804.0,297.0,2571.7306397306397,1883494.0,1797.0,1048.1324429604897,498960.0,1002.0,497.96407185628743
