,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,9203498.0,2130.0,4320.891079812207,5050359.0,2416.0,2090.380380794702,2097759.0,598.0,3507.958193979933,7105739.0,1532.0,4638.210835509139,1454952.0,715.0,2034.897902097902,3595407.0,1701.0,2113.7019400352733,1443930.0,596.0,2422.701342281879,7759568.0,1534.0,5058.38852672751,1869666.0,856.0,2184.1892523364486,3180693.0,1560.0,2038.9057692307692
20170104,6710880.0,2545.0,2636.8880157170925,6784979.0,2790.0,2431.8921146953403,2235090.0,1144.0,1953.75,4475790.0,1401.0,3194.710920770878,3218291.0,1203.0,2675.2211138819616,3566688.0,1587.0,2247.4404536862003,1634679.0,975.0,1676.5938461538462,5076201.0,1570.0,3233.249044585987,3715752.0,1225.0,3033.2669387755104,3069227.0,1565.0,1961.1674121405752
20170105,2999215.0,1281.0,2341.3075722092117,4845155.0,2056.0,2356.592898832685,1963260.0,875.0,2243.7257142857143,1035955.0,406.0,2551.613300492611,3689114.0,1484.0,2485.925876010782,1156041.0,572.0,2021.0506993006993,1475785.0,653.0,2260.007656967841,1523430.0,628.0,2425.8439490445858,3233544.0,1074.0,3010.7486033519554,1611611.0,982.0,1641.1517311608961
20170106,3471456.0,1468.0,2364.7520435967303,6492239.0,2173.0,2987.684767602393,2007968.0,987.0,2034.4154002026341,1463488.0,481.0,3042.5945945945946,5171433.0,1488.0,3475.4254032258063,1320806.0,685.0,1928.1839416058394,1721394.0,834.0,2064.021582733813,1750062.0,634.0,2760.3501577287066,4597929.0,1285.0,3578.1548638132294,1894310.0,888.0,2133.231981981982
20170109,3727907.0,1458.0,2556.863511659808,2755952.0,1297.0,2124.8666152659985,950652.0,397.0,2394.589420654912,2777255.0,1061.0,2617.5824693685204,674980.0,305.0,2213.0491803278687,2080972.0,992.0,2097.7540322580644,950830.0,472.0,2014.4703389830509,2777077.0,986.0,2816.5081135902637,1124722.0,454.0,2477.361233480176,1631230.0,843.0,1935.02965599051
20170110,3384008.0,1426.0,2373.0771388499297,7150455.0,2484.0,2878.605072463768,2013811.0,698.0,2885.1160458452723,1370197.0,728.0,1882.1387362637363,3853510.0,1021.0,3774.2507345739473,3296945.0,1463.0,2253.550922761449,2109783.0,918.0,2298.2385620915034,1274225.0,508.0,2508.316929133858,5658654.0,1622.0,3488.6892725030825,1491801.0,862.0,1730.6276102088168
20170111,2891269.0,1115.0,2593.0663677130046,4357237.0,1846.0,2360.366738894908,1266475.0,596.0,2124.9580536912754,1624794.0,519.0,3130.624277456647,2670413.0,1086.0,2458.9438305709023,1686824.0,760.0,2219.5052631578947,1332701.0,609.0,2188.343185550082,1558568.0,506.0,3080.1739130434785,2793767.0,999.0,2796.5635635635635,1563470.0,847.0,1845.891381345927
20170112,4252684.0,1287.0,3304.3387723387723,7631078.0,1906.0,4003.713536201469,3333354.0,908.0,3671.0947136563877,919330.0,379.0,2425.6728232189976,5944622.0,1391.0,4273.631919482386,1686456.0,515.0,3274.671844660194,1948694.0,715.0,2725.4461538461537,2303990.0,572.0,4027.9545454545455,5252016.0,1023.0,5133.935483870968,2379062.0,883.0,2694.2944507361267
