,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActBid,ActBid,ActBid,ActBid,ActBid,ActBid,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer,ActOffer
,Sum,Freq,Avg,Sum,Freq,Avg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,LowerSum,LowerFreq,LowerAvg,UpperSum,UpperFreq,UpperAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg,DecreaseSum,DecreaseFreq,DecreaseAvg,IncreaseSum,IncreaseFreq,IncreaseAvg
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170103,1742562.0,774.0,2251.3720930232557,1913852.0,966.0,1981.2132505175985,165465.0,131.0,1263.0916030534352,1577097.0,643.0,2452.7169517884913,334788.0,142.0,2357.6619718309857,1579064.0,824.0,1916.3398058252428,443008.0,285.0,1554.4140350877192,1299554.0,489.0,2657.5746421267895,692819.0,338.0,2049.7603550295858,1221033.0,628.0,1944.3200636942674
20170104,5121066.0,1465.0,3495.60819112628,3294742.0,1630.0,2021.314110429448,1253674.0,509.0,2463.013752455796,3867392.0,956.0,4045.389121338912,1180206.0,569.0,2074.175746924429,2114536.0,1061.0,1992.9651272384542,839802.0,408.0,2058.3382352941176,4281264.0,1057.0,4050.391674550615,1397147.0,526.0,2656.1730038022815,1897595.0,1104.0,1718.8360507246377
20170105,3854863.0,1545.0,2495.0569579288026,3226726.0,1245.0,2591.747791164659,2514382.0,1238.0,2031.0032310177705,1340481.0,307.0,4366.387622149837,2239476.0,895.0,2502.2078212290503,987250.0,350.0,2820.714285714286,1424567.0,770.0,1850.087012987013,2430296.0,775.0,3135.865806451613,1962893.0,668.0,2938.4625748502995,1263833.0,577.0,2190.351819757366
20170106,1672929.0,953.0,1755.4344176285415,3262523.0,992.0,3288.8336693548385,711666.0,431.0,1651.1972157772623,961263.0,522.0,1841.5,1459562.0,355.0,4111.442253521127,1802961.0,637.0,2830.3940345368915,1197622.0,739.0,1620.598105548038,475307.0,214.0,2221.0607476635514,2785831.0,754.0,3694.736074270557,476692.0,238.0,2002.90756302521
20170109,2646775.0,891.0,2970.5667789001122,1891698.0,842.0,2246.6722090261283,1171275.0,428.0,2736.623831775701,1475500.0,463.0,3186.8250539956803,1222565.0,456.0,2681.063596491228,669133.0,386.0,1733.5051813471503,578508.0,263.0,2199.6501901140687,2068267.0,628.0,3293.418789808917,841016.0,300.0,2803.3866666666668,1050682.0,542.0,1938.5276752767527
20170110,2357402.0,1386.0,1700.8672438672438,4399297.0,1820.0,2417.1961538461537,1393551.0,809.0,1722.5599505562423,963851.0,577.0,1670.4523396880415,2462238.0,554.0,4444.472924187726,1937059.0,1266.0,1530.0624012638232,1469194.0,960.0,1530.4104166666666,888208.0,426.0,2084.9953051643192,3903495.0,1381.0,2826.57132512672,495802.0,439.0,1129.389521640091
20170111,4493484.0,2572.0,1747.0777604976672,6591539.0,1448.0,4552.167817679558,2019823.0,782.0,2582.893861892583,2473661.0,1790.0,1381.9335195530725,2394397.0,492.0,4866.660569105691,4197142.0,956.0,4390.31589958159,2782287.0,1666.0,1670.0402160864346,1711197.0,906.0,1888.7384105960266,5432370.0,1094.0,4965.603290676417,1159169.0,354.0,3274.4887005649716
20170112,4314192.0,1361.0,3169.8692138133724,3539239.0,1346.0,2629.4494799405647,1885847.0,992.0,1901.055443548387,2428345.0,369.0,6580.880758807588,1740082.0,725.0,2400.113103448276,1799157.0,621.0,2897.1932367149757,898510.0,643.0,1397.3716951788492,3415682.0,718.0,4757.217270194986,1607383.0,641.0,2507.6177847113886,1931856.0,705.0,2740.2212765957447
